ENSG00000005421,PON1,paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204],protein_coding,7,q21.3,-1,95297676,95324707,,,,,,genotyping,,,,,,"Bray et al., 2009"
ENSG00000005436,GCFC2,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],protein_coding,2,p12,-1,75652000,75710989,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.19,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000005812,FBXL3,F-box and leucine-rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],protein_coding,13,q22.3,-1,76992598,77027195,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.17,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000005844,ITGAL,"integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide) [Source:HGNC Symbol;Acc:HGNC:6148]",protein_coding,16,p11.2,1,30472658,30523185,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.38,0.015,<0.01,"Lindholm et al., 2014"
ENSG00000005882,PDK2,"pyruvate dehydrogenase kinase, isozyme 2 [Source:HGNC Symbol;Acc:HGNC:8810]",protein_coding,17,q21.33,1,50094737,50112152,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.14,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000005889,ZFX,"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]",protein_coding,X,p22.11,1,24149173,24216255,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.17,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000005893,LAMP2,lysosomal-associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],protein_coding,X,q24,-1,120427827,120469365,endurance,chronic,M & F,26 to 28,23,"RNA-Seq, genotyping",,down,-1.12,0.02,<0.01,"Bray et al., 2009; Lindholm et al., 2014"
ENSG00000005981,ASB4,ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009],protein_coding,7,q21.3,1,95478444,95540232,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.25,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006025,OSBPL7,oxysterol binding protein-like 7 [Source:HGNC Symbol;Acc:HGNC:16387],protein_coding,17,q21.32,-1,47807372,47821834,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.42,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006071,ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:HGNC Symbol;Acc:HGNC:59]",protein_coding,11,p15.1,-1,17392885,17476845,,,,,,genotyping,,,,,,"Bray et al., 2009"
ENSG00000006118,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],protein_coding,11,q12.2,1,60924463,60937159,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.48,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006194,ZNF263,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056],protein_coding,16,p13.3,1,3263743,3301401,Endurance,chronic,M,50 to 60,17,microarray,,down,-1.58,<0.10,<0.01,"Mukherjee et al., 2014"
ENSG00000006210,CX3CL1,chemokine (C-X3-C motif) ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],protein_coding,16,q21,1,57372458,57385048,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.34,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006534,ALDH3B1,"aldehyde dehydrogenase 3 family, member B1 [Source:HGNC Symbol;Acc:HGNC:410]",protein_coding,11,q13.2,1,68008578,68029282,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.25,0.048,0.01,"Lindholm et al., 2014"
ENSG00000006576,PHTF2,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],protein_coding,7,q11.23,1,77798792,77957503,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.52,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006606,CCL26,chemokine (C-C motif) ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625],protein_coding,7,q11.23,-1,75769533,75789896,"resistance, endurance",chronic,M,20 to 39,20,microarray,up,,1.38; 2.18,,0.05,"Stepto et al., 2009"
ENSG00000006625,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],protein_coding,7,p14.3,-1,30496621,30551479,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.24,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006634,DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364],protein_coding,7,q21.12,1,87876216,87909541,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.31,0.024,<0.01,"Lindholm et al., 2014"
ENSG00000006638,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],protein_coding,19,p13.3,-1,3594506,3606840,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.61,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006652,IFRD1,interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],protein_coding,7,q31.1,1,112422968,112481017,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.38,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006695,COX10,cytochrome c oxidase assembly homolog 10 (yeast) [Source:HGNC Symbol;Acc:HGNC:2260],protein_coding,17,p12,1,14069496,14208677,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.13,0.013,<0.01,"Lindholm et al., 2014"
ENSG00000006704,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],protein_coding,7,q11.23,1,74453790,74602604,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.20,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000006756,ARSD,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],protein_coding,X,p22.33,-1,2903970,2929351,"endurance, endurance","chronic, chronic",M & F; M,26 to 28; 50 to 60,23; 17,"RNA-seq, microarray",up,down,1.39; -1.70,<0.01; <0.10,<0.01; 0.05,"Lindholm et al., 2014; Mukherjee et al., 2014"
ENSG00000006837,CDKL3,cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:HGNC:15483],protein_coding,5,q31.1,-1,134286350,134371047,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.33,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007047,MARK4,MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],protein_coding,19,q13.32,1,45079288,45305283,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.46,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007171,NOS2,"nitric oxide synthase 2, inducible [Source:HGNC Symbol;Acc:HGNC:7873]",protein_coding,17,q11.2,-1,27756766,27800499,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.98,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007312,CD79B,"CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:HGNC:1699]",protein_coding,17,q23.3,-1,63928740,63932354,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.70,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007314,SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10591]",protein_coding,17,q23.3,-1,63938554,63972918,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.18,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007516,BAIAP3,BAI1-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],protein_coding,16,p13.3,1,1333601,1349438,Endurance,chronic,M,50 to 60,17,microarray,UP,,1.84,<0.10,<0.01,"Mukherjee et al., 2014"
ENSG00000007923,DNAJC11,"DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:HGNC:25570]",protein_coding,1,p36.31,-1,6634168,6701924,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.18,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000007933,FMO3,flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771],protein_coding,1,q24.3,1,171090877,171117819,endurance,chronic,M & F,20 to 50,514,microarray,up,,4.8,1,,"Timmons et al., 2010"
ENSG00000008083,JARID2,"jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:HGNC:6196]",protein_coding,6,p22.3,1,15246296,15522040,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.11,0.03,<0.01,"Lindholm et al., 2014"
ENSG00000008128,CDK11A,cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730],protein_coding,1,p36.33,-1,1702730,1724324,"resistance, endurance; endurance","chronic,chronic",M; M & F,20 to 39;26 to 28,20,"microarray,RNA-Seq",up,down,1.15; 2.16; 1.17,<0.01,0.04; <0.01,"Stepto et al., 2009;Lindholm et al., 2014"
ENSG00000008282,SYPL1,synaptophysin-like 1 [Source:HGNC Symbol;Acc:HGNC:11507],protein_coding,7,q22.3,-1,106090503,106112576,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.11,0.02,<0.01,"Lindholm et al., 2014"
ENSG00000008283,CYB561,cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571],protein_coding,17,q23.3,-1,63432304,63446378,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.34,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000008294,SPAG9,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524],protein_coding,17,q21.33,-1,50962174,51120865,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.17,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000008323,PLEKHG6,"pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:HGNC:25562]",protein_coding,12,p13.31,1,6310436,6328506,"resistance, endurance",chronic,M,20 to 39,20,microarray,up,,1.38; 1.86,,0.03,"Stepto et al., 2009"
ENSG00000008405,CRY1,cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384],protein_coding,12,q23.3,-1,106991364,107093829,Endurance,chronic,M,50 to 60,17,microarray,,down,-1.91,<0.10,0.03,"Mukherjee et al., 2014"
ENSG00000008517,IL32,interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830],protein_coding,16,p13.3,1,3065297,3082192,endurance,chronic,M & F,20 to 50,514,microarray,up,,1.6,1.1,,"Timmons et al., 2010"
ENSG00000008710,PKD1,polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:9008],protein_coding,16,p13.3,-1,2088710,2135898,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.15,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000009307,CSDE1,"cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:HGNC:29905]",protein_coding,1,p13.2,-1,114716913,114758676,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.27,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000009335,UBE3C,ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803],protein_coding,7,q36.3,1,157138913,157269372,Endurance,chronic,M,50 to 60,17,microarray,,down,-1.74,<0.10,0.04,"Mukherjee et al., 2014"
ENSG00000009724,MASP2,mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902],protein_coding,1,p36.22,-1,11026523,11047233,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.25,0.015,<0.01,"Lindholm et al., 2014"
ENSG00000009950,MLXIPL,MLX interacting protein-like [Source:HGNC Symbol;Acc:HGNC:12744],protein_coding,7,q11.23,-1,73593194,73624543,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.18,0.04,0.01,"Lindholm et al., 2014"
ENSG00000009954,BAZ1B,"bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:HGNC:961]",protein_coding,7,q11.23,-1,73440398,73522278,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.11,0.022,<0.01,"Lindholm et al., 2014"
ENSG00000010017,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727],protein_coding,6,p23,-1,13621498,13711564,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.17,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:HGNC:12585],protein_coding,3,p21.31,-1,48599002,48610976,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.20,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000010278,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709],protein_coding,12,p13.31,1,6199715,6238271,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.20,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000010327,STAB1,stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628],protein_coding,3,p21.1,1,52495338,52524495,endurance; endurance,"chronic,chronic",M & F; M & F,20 to 50;26 to 28,514;23,"microarray,RNA-Seq","up, up",,1.5; 1.37,1.5; <0.01,<0.01,"Timmons et al., 2010;Lindholm et al., 2014"
ENSG00000010404,IDS,iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389],protein_coding,X,q28,-1,149476990,149521096,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.21,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000010610,CD4,CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678],protein_coding,12,p13.31,1,6786858,6820808,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.44,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000010704,HFE,hemochromatosis [Source:HGNC Symbol;Acc:HGNC:4886],protein_coding,6,p22.2,1,26087281,26098343,"resistance, endurance",chronic,M,19 to 39,253,"genotyping, genotyping",,,,,,"Bray et al., 2009; Ruiz et al., 2009"
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]",protein_coding,6,q21,-1,111660332,111873452,endurance; endurance,"chronic,chronic",M & F; M & F,20 to 50;26 to 28,514;23,"microarray,RNA-Seq","up, up",,3.1; 1.30,0.3; <0.01,<0.01,"Timmons et al., 2010;Lindholm et al., 2014"
ENSG00000010818,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921],protein_coding,6,q24.2,-1,142751467,142945201,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.22,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011028,MRC2,"mannose receptor, C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]",protein_coding,17,q23.2,1,62627401,62693597,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.21,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011105,TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640],protein_coding,12,p13.33,1,3077355,3286564,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.21,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011132,APBA3,"amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:HGNC:580]",protein_coding,19,p13.3,-1,3750819,3761699,"resistance, endurance; endurance","chronic,chronic",M; M & F,20 to 39;26 to 28,20;23,"microarray,RNA-Seq","up, up",,1.78; 1.87; 1.14,0.04,0.03; <0.01,"Stepto et al., 2009;Lindholm et al., 2014"
ENSG00000011201,KAL1,Kallmann syndrome 1 sequence [Source:HGNC Symbol;Acc:HGNC:6211],protein_coding,X,p22.31,-1,8528874,8732187,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.47,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011347,SYT7,synaptotagmin VII [Source:HGNC Symbol;Acc:HGNC:11514],protein_coding,11,q12.2,-1,61515313,61581148,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.31,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011376,LARS2,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]",protein_coding,3,p21.31,1,45388506,45549421,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.19,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011405,PIK3C2A,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]",protein_coding,11,p15.1,-1,17077730,17207983,endurance,chronic,M & F,20 to 50,514,microarray,up,,1.5,4.5,,"Timmons et al., 2010"
ENSG00000011454,RABGAP1,RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155],protein_coding,9,q33.2,1,122940833,123104866,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.14,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011485,PPP5C,"protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]",protein_coding,19,q13.32,1,46346994,46392981,endurance,chronic,M & F,26 to 28,23,RNA-seq,up,,1.13,<0.01,<0.01,"Lindholm et al., 2014"
ENSG00000011566,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865],protein_coding,2,p22.1,-1,39249266,39437312,resistance; endurance,"acute,chronic",M & F; M & F,23 to 25;26 to 28,16;23,"microarray,RNA-Seq",up,"down, down",1.2; -1.65; -1.7; -1.28; -1.23,<0.01,0.2; <0.01; 0.46; 0.11; <0.01,"Liu et al., 2010;Lindholm et al., 2014"
ENSG00000011638,TMEM159,transmembrane protein 159 [Source:HGNC Symbol;Acc:HGNC:30136],protein_coding,16,p12.3,1,21158377,21180616,endurance,chronic,M & F,26 to 28,23,RNA-seq,,down,-1.25,<0.01,<0.01,"Lindholm et al., 2014"
